,clust,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
130,2,Arizona,4305.808345,No,Basic,High School or Below,1/21/11,Employed,M,24188,Suburban,Married,109.0,14,82,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,523.2,Sports Car,Medsize
131,2,Nevada,5973.976904,No,Basic,Bachelor,1/26/11,Employed,F,41611,Rural,Married,74.0,14,8,0.0,8.0,Special Auto,Special L2,Offer1,Branch,113.801497,Four-Door Car,Medsize
132,2,Oregon,5670.442396,No,Basic,Bachelor,1/31/11,Employed,F,28406,Urban,Married,72.0,16,35,0.0,4.0,Personal Auto,Personal L3,Offer1,Call Center,192.87572,Four-Door Car,Medsize
133,1,Arizona,4731.7493460000005,No,Premium,College,2/1/2011,Employed,M,69833,Suburban,Married,118.0,32,99,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,828.662719,Four-Door Car,Small
134,0,Arizona,8026.3796409999995,No,Basic,High School or Below,7/2/2011,Unemployed,F,0,Suburban,Single,74.0,15,91,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Web,532.8,Four-Door Car,Small
135,0,Arizona,4022.963529,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,117.0,6,1,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,975.1070980000001,SUV,Medsize
136,3,Oregon,9618.310865000001,No,Basic,High School or Below,11/1/2011,Employed,F,80536,Rural,Married,119.0,5,83,0.0,3.0,Special Auto,Special L2,Offer1,Branch,53.798708,Sports Car,Medsize
137,0,Washington,2274.775451,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,63.0,2,5,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,606.6424519999999,Four-Door Car,Small
138,3,Oregon,9552.926922,No,Extended,College,8/2/2011,Employed,F,97732,Urban,Married,79.0,0,70,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,289.9122,Four-Door Car,Medsize
139,1,Arizona,10388.55323,No,Extended,Bachelor,11/1/2011,Employed,F,61222,Urban,Single,89.0,20,55,0.0,2.0,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,Small
140,0,Oregon,2470.1212219999998,No,Basic,College,9/1/2011,Unemployed,M,0,Suburban,Single,74.0,7,20,0.0,1.0,Personal Auto,Personal L1,Offer4,Web,721.242206,Two-Door Car,Large
141,1,Arizona,5619.068507999999,No,Premium,Master,4/2/2011,Employed,M,50335,Urban,Married,140.0,9,54,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,456.52385,SUV,Medsize
142,0,California,9047.119209,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,127.0,30,11,0.0,6.0,Personal Auto,Personal L2,Offer3,Branch,1087.995426,Sports Car,Medsize
143,1,Washington,6692.143668,No,Premium,High School or Below,2/16/11,Employed,M,63221,Suburban,Married,168.0,28,49,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize
144,0,Oregon,3731.5045840000002,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96.0,31,34,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large
145,1,Nevada,3660.770258,No,Extended,Bachelor,1/18/11,Employed,M,64495,Urban,Married,92.0,34,30,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Web,251.992083,Four-Door Car,Medsize
146,0,California,7928.8292519999995,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72.0,7,75,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize
147,2,Arizona,5011.751577,No,Basic,Bachelor,9/1/2011,Employed,F,28859,Suburban,Divorced,67.0,24,51,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize
148,3,Arizona,7988.258292,No,Extended,High School or Below,1/2/2011,Employed,F,77330,Rural,Married,99.0,0,21,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,99.25760799999999,Four-Door Car,Medsize
149,0,Oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105.0,3,92,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large
150,2,Washington,2659.337982,No,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70.0,29,65,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small
151,3,Washington,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107.0,29,29,0.0,8.5,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize
152,2,Arizona,4885.1625109999995,No,Extended,High School or Below,12/2/2011,Disabled,M,26372,Suburban,Married,126.0,11,7,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize
153,2,Arizona,9753.307106,No,Extended,Bachelor,2/24/11,Medical Leave,F,17514,Rural,Married,127.0,2,5,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize
154,3,California,2946.1536969999997,No,Basic,Bachelor,1/2/2011,Employed,F,89270,Urban,Single,74.0,17,90,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize
155,2,California,2581.110945,No,Basic,High School or Below,6/2/2011,Employed,M,29757,Suburban,Married,65.0,13,55,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small
156,1,Oregon,3517.385764,No,Extended,College,1/23/11,Employed,M,51814,Rural,Single,92.0,28,89,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize
157,2,Oregon,9743.350113,No,Extended,Bachelor,1/21/11,Employed,F,24028,Suburban,Married,82.0,14,27,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small
158,2,Arizona,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105.0,18,50,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,701.7082389999999,Sports Car,Medsize
159,1,Arizona,7649.28199,No,Basic,Bachelor,6/1/2011,Employed,F,52705,Rural,Married,64.0,14,8,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,128.70556299999998,Two-Door Car,Large
160,0,California,2287.59692,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,63.0,1,5,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize
161,3,Washington,4475.424592,No,Basic,College,2/27/11,Employed,F,84903,Urban,Married,111.0,7,63,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,497.12682699999993,SUV,Medsize
162,0,California,8714.922134999999,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118.0,14,64,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
163,2,Washington,2248.4496329999997,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63.0,7,63,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
164,0,California,7416.197322,No,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,77.0,15,12,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize
165,2,Oregon,7771.1589730000005,No,Basic,Master,2/21/11,Medical Leave,M,21876,Suburban,Married,68.0,12,28,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,465.41477000000003,Four-Door Car,Small
166,0,California,6968.3419,No,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Single,69.0,33,61,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small
167,0,California,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61.0,17,1,0.0,7.0,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small
168,3,Oregon,16414.039911750002,No,Extended,High School or Below,1/16/11,Employed,F,70699,Urban,Divorced,82.0,1,57,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,256.81383700000004,Four-Door Car,Medsize
169,0,California,16414.039911750002,No,Basic,High School or Below,6/1/2011,Unemployed,F,0,Suburban,Married,74.0,11,85,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize
170,2,California,2413.139714,No,Basic,College,1/27/11,Medical Leave,M,27501,Suburban,Married,63.0,20,0,0.0,1.0,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize
171,2,Oregon,15363.84716,No,Premium,Doctor,1/15/11,Disabled,F,15897,Urban,Divorced,101.0,30,99,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,303.14839900000004,Four-Door Car,Medsize
172,2,Nevada,8456.961887000001,No,Basic,College,9/1/2011,Employed,F,25141,Rural,Divorced,73.0,12,4,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize
173,0,Nevada,2189.642522,No,Basic,College,1/28/11,Unemployed,F,0,Suburban,Married,61.0,5,46,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small
174,1,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74.0,23,0,0.0,8.0,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
175,2,California,4639.981638,No,Basic,Bachelor,4/1/2011,Employed,F,28358,Rural,Married,117.0,24,37,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize
176,1,Washington,4465.335703,No,Basic,College,1/2/2011,Employed,F,61846,Rural,Married,112.0,1,48,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize
177,3,Arizona,5968.118877,No,Basic,Bachelor,1/27/11,Employed,F,90972,Urban,Married,74.0,3,47,0.0,8.0,Personal Auto,Personal L3,Offer2,Call Center,232.92614500000002,Two-Door Car,Medsize
178,0,Washington,5097.763336999999,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Single,74.0,3,95,0.0,7.0,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize
179,2,California,4076.634665,No,Basic,Bachelor,1/23/11,Employed,F,29549,Suburban,Divorced,104.0,17,51,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small
180,0,California,12252.60179,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115.0,12,17,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize
181,2,Nevada,16414.039911750002,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,170.5,4,29,0.0,4.0,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize
182,2,Oregon,4892.435461,No,Basic,High School or Below,2/18/11,Employed,M,21709,Suburban,Married,62.0,28,17,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large
183,1,Nevada,9942.304791,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85.0,23,57,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small
184,0,California,3735.8381289999998,No,Basic,Bachelor,4/1/2011,Unemployed,M,0,Suburban,Single,110.0,3,16,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize
185,3,California,13117.52215,No,Basic,High School or Below,7/2/2011,Employed,F,84311,Suburban,Single,111.0,11,98,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small
186,3,California,4574.524093999999,No,Basic,College,1/30/11,Employed,F,99316,Suburban,Single,114.0,26,53,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize
187,1,Arizona,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138.0,20,11,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize
188,1,California,2978.84601,No,Extended,Bachelor,1/13/11,Employed,F,64586,Urban,Single,76.0,3,17,0.0,1.0,Personal Auto,Personal L1,Offer3,Branch,206.83711100000002,Four-Door Car,Medsize
189,1,Oregon,6410.967544,No,Extended,College,8/2/2011,Employed,M,61709,Urban,Married,82.0,5,41,0.0,7.0,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize
190,3,California,4479.023088,No,Basic,Master,1/29/11,Employed,M,94656,Urban,Married,111.0,12,79,0.0,1.0,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize
191,0,California,2383.731879,No,Basic,High School or Below,5/2/2011,Unemployed,F,0,Suburban,Single,69.0,5,40,0.0,1.0,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small
192,1,California,2764.493659,No,Basic,Bachelor,1/20/11,Employed,M,61085,Suburban,Married,70.0,27,34,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize
193,3,Oregon,7920.105377,No,Basic,Bachelor,1/27/11,Employed,F,89284,Suburban,Married,67.0,7,31,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small
194,0,Arizona,6889.097981,No,Basic,High School or Below,9/1/2011,Unemployed,F,0,Suburban,Divorced,63.0,6,12,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small
195,2,Washington,3274.194616,No,Extended,Bachelor,11/1/2011,Employed,F,31686,Suburban,Married,81.0,11,33,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,430.99410700000004,Four-Door Car,Small
196,1,Oregon,9951.707743,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,170.5,12,1,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize
197,1,Oregon,2521.555686,No,Basic,Bachelor,2/16/11,Employed,M,53703,Rural,Single,67.0,3,45,0.0,1.0,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize
198,0,Washington,16414.039911750002,No,Extended,High School or Below,10/2/2011,Unemployed,F,0,Suburban,Single,96.0,12,35,0.0,2.0,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize
199,2,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76.0,15,60,0.0,4.0,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize
200,2,California,11140.30248,No,Premium,Master,1/21/11,Disabled,F,27679,Suburban,Single,150.0,30,28,0.0,3.0,Personal Auto,Personal L1,Offer1,Call Center,722.4869940000001,SUV,Medsize
201,2,Nevada,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123.0,1,67,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
202,1,Arizona,2799.74791,No,Basic,High School or Below,4/2/2011,Employed,F,65351,Suburban,Married,69.0,4,54,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,Medsize
203,0,California,7923.136624,No,Basic,College,1/18/11,Unemployed,M,0,Suburban,Single,113.0,20,1,0.0,7.0,Personal Auto,Personal L2,Offer1,Agent,1124.4277339999999,SUV,Medsize
204,0,California,3688.110888,No,Basic,High School or Below,3/2/2011,Unemployed,M,0,Suburban,Single,63.0,0,54,0.0,7.0,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize
205,0,California,12067.45599,No,Basic,College,2/1/2011,Unemployed,M,0,Suburban,Single,116.0,14,35,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize
206,1,California,2924.976721,No,Basic,College,9/1/2011,Employed,F,64459,Urban,Married,72.0,16,64,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize
207,2,California,15014.0927,No,Premium,College,1/19/11,Employed,M,32961,Suburban,Married,170.5,13,53,0.0,3.0,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small
208,3,Oregon,9277.233839,No,Basic,High School or Below,11/1/2011,Employed,F,71416,Suburban,Divorced,116.0,10,0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize
209,1,Washington,6274.123875,No,Extended,Bachelor,1/31/11,Employed,F,68964,Rural,Married,78.0,15,6,0.0,3.0,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize
210,3,California,3886.647414,No,Extended,High School or Below,11/1/2011,Employed,M,78108,Suburban,Single,98.0,12,34,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
211,0,California,4386.277558,Yes,Basic,College,11/2/2011,Retired,M,10621,Suburban,Single,67.0,28,22,0.0,5.0,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
212,3,Washington,11365.26766,No,Extended,College,1/22/11,Employed,M,84910,Urban,Married,95.0,4,69,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small
213,3,California,5610.9643399999995,No,Basic,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70.0,2,35,0.0,3.0,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,Medsize
214,3,Arizona,2912.8920350000003,No,Basic,College,2/28/11,Employed,M,81097,Suburban,Divorced,74.0,7,67,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small
215,3,Oregon,6915.729915000001,No,Extended,College,1/25/11,Employed,F,96610,Suburban,Married,85.0,6,23,0.0,3.0,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large
216,2,Oregon,6262.663307,No,Premium,College,2/26/11,Employed,M,30110,Urban,Married,159.0,20,71,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small
217,2,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84.0,1,9,0.0,6.0,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small
218,0,Washington,8007.399376,Yes,Basic,High School or Below,2/1/2011,Unemployed,F,0,Suburban,Divorced,112.0,12,93,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize
219,3,California,2929.9165120000002,No,Basic,College,2/1/2011,Employed,M,98473,Suburban,Married,72.0,19,69,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize
220,3,Oregon,5969.552970000001,No,Basic,Bachelor,1/26/11,Employed,F,97431,Suburban,Married,74.0,1,72,0.0,3.0,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize
221,3,California,5473.15987,No,Basic,Bachelor,2/2/2011,Employed,M,93870,Suburban,Divorced,69.0,1,96,0.0,8.0,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize
222,1,Nevada,5645.396665,No,Basic,High School or Below,2/27/11,Employed,M,50366,Suburban,Divorced,72.0,9,5,0.0,8.5,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small
223,2,Washington,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83.0,30,72,0.0,7.0,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small
224,2,Oregon,11833.76732,No,Basic,College,1/17/11,Disabled,F,16552,Suburban,Married,103.0,23,53,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small
225,2,Oregon,6121.107929,No,Extended,College,1/17/11,Employed,F,26787,Suburban,Married,77.0,7,50,0.0,5.0,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize
226,0,Nevada,5159.369746,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,74.0,2,42,0.0,8.5,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize
227,1,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65.0,15,58,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize
228,2,Arizona,8668.611261,No,Basic,High School or Below,2/20/11,Employed,M,21474,Urban,Married,114.0,13,72,0.0,8.5,Corporate Auto,Corporate L3,Offer1,Agent,373.42818700000004,SUV,Small
229,2,California,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,M,18174,Suburban,Married,66.0,8,16,0.0,8.5,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small
230,0,Arizona,5504.1390329999995,Yes,Basic,Bachelor,8/2/2011,Unemployed,F,0,Suburban,Married,73.0,18,45,0.0,5.0,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize
231,1,Arizona,7507.455371999999,Yes,Basic,College,6/2/2011,Employed,M,60920,Urban,Single,64.0,10,61,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,231.20188599999997,Two-Door Car,Medsize
232,2,Arizona,16414.039911750002,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90.0,18,70,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,289.90410499999996,Four-Door Car,Medsize
233,0,Oregon,5657.031588,No,Premium,Bachelor,1/2/2011,Unemployed,F,0,Suburban,Married,152.0,12,89,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small
234,0,Arizona,5061.757902,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,68.0,19,16,0.0,8.0,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
235,3,California,5912.783829,No,Basic,Bachelor,11/1/2011,Employed,M,72208,Suburban,Married,73.0,3,84,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small
236,1,California,15182.27975,No,Basic,Bachelor,10/2/2011,Employed,F,53863,Rural,Married,63.0,12,30,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large
237,1,Washington,10747.03094,No,Extended,College,2/25/11,Employed,M,66446,Urban,Divorced,136.0,8,77,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large
238,0,Washington,2050.623512,No,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,61.0,18,26,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small
239,1,Washington,2465.444865,No,Basic,Bachelor,1/30/11,Employed,F,64997,Suburban,Single,63.0,7,99,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small
240,1,Nevada,5343.121327000001,No,Basic,High School or Below,11/2/2011,Employed,F,64460,Suburban,Married,66.0,18,42,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small
241,1,Arizona,8119.829070999999,No,Basic,College,1/14/11,Employed,F,46618,Rural,Married,67.0,22,77,0.0,2.0,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large
242,0,Oregon,4605.265164,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,64.0,13,64,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small
243,1,California,6408.785577000001,No,Extended,College,3/2/2011,Employed,M,49988,Suburban,Married,84.0,6,37,0.0,5.0,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,Large
244,0,California,2376.533508,No,Extended,College,1/31/11,Unemployed,F,0,Suburban,Single,91.0,2,8,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize
245,2,California,3211.070017,No,Extended,Bachelor,2/15/11,Disabled,M,16269,Suburban,Divorced,86.0,6,84,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize
246,3,Arizona,5094.5222619999995,No,Basic,Bachelor,2/27/11,Employed,F,72006,Suburban,Divorced,64.0,4,38,0.0,3.0,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize
